book_key,book_id,book_category,book_subcategory,rank,book_partial_url,dist_rating,book_title,author,price,book_type,number_of_review,rating,audible_length,narrator,release_date,publisher,program_type,book_version,book_language,asin,page_number,isbn_10,isbn_13,book_weight,book_dimensions,file_size,text_to_speech,screenreader,enhanced_typesetting,word_wise,x_ray,book_weight_gram,price_$,review_num,audible_length_minute,file_size_kb,page_num,book_width,book_thick,book_height,date_release,rate_5,rate_4,rate_3,rate_2,rate_1,rank_text,review_score,estimated_total_sales,row_number
31558,19605,Biographies & Memoirs,True Accounts,#62,/Lost-Girls-Cleveland-Abductions-Incredible/dp/B072BQ483P/ref=zg_bs_930274_sccl_12/000-0000000-0000000?pd_rd_i=B072BQ483P&psc=1,"[77%, 15%, 5%, 1%, 1%]","The Lost Girls: The True Story of the Cleveland Abductions and the Incredible Rescue of Michelle Knight, Amanda Berry, and Gina Dejesus",John Glatt,$30.70,AudibleAudiobook,1141,4.7,11 hours and 31 minutes,Shaun Grindell,May 01 2015,Tantor Audio,Audiobook,Unabridged,English,B072BQ483P,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,30.70,1141,691,0,0,NaN,,,2015-05-01,77,15,5,1,1,Middle rank,53.63,93256.57,1
31564,19606,Biographies & Memoirs,True Accounts,#68,/True-Crime-Case-Histories-Books/dp/B094DQ7LW2/ref=zg_bs_930274_sccl_18/000-0000000-0000000?pd_rd_i=B094DQ7LW2&psc=1,"[70%, 17%, 9%, 2%, 2%]","True Crime Case Histories, Books 1, 2 & 3: 32 Disturbing True Crime Stories (3 Book True Crime Collection)",Jason Neal,$27.36,AudibleAudiobook,1505,4.5,12 hours and 17 minutes,Timothy G. Little,May 09 2021,iDigital Group,Audiobook,Unabridged,English,B094DQ7LW2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,27.36,1505,737,0,0,NaN,,,2021-05-09,70,17,9,2,2,Middle rank,67.73,554595.28,1
31569,19607,Biographies & Memoirs,True Accounts,#73,/Big-Book-Serial-Killers-Encyclopedia/dp/B074F3G196/ref=zg_bs_930274_sccl_23/000-0000000-0000000?pd_rd_i=B074F3G196&psc=1,"[78%, 13%, 5%, 1%, 2%]",The Big Book of Serial Killers: An Encyclopedia of Serial Killers - 150 Serial Killer Files of the World's Worst Murderers,Jack Rosewood,$28.88,AudibleAudiobook,6585,4.6,17 hours and 38 minutes,Kevin Kollins,August 02 2017,LAK Publishing,Audiobook,Unabridged,English,B074F3G196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,28.88,6585,1058,0,0,NaN,,,2017-08-02,78,13,5,1,2,Middle rank,302.91,723814.41,1
31585,19614,Biographies & Memoirs,True Accounts,#89,/Green-River-Running-Red/dp/B0719GZLVQ/ref=zg_bs_930274_sccl_9/000-0000000-0000000?pd_rd_i=B0719GZLVQ&psc=1,"[69%, 19%, 8%, 3%, 2%]","Green River, Running Red",Ann Rule,$33.29,AudibleAudiobook,1429,4.5,19 hours and 23 minutes,Barbara Caruso,April 29 2011,Simon & Schuster Audio,Audiobook,Unabridged,English,B0719GZLVQ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,33.29,1429,1163,0,0,NaN,,,2011-04-29,69,19,8,3,2,Low rank,64.31,82585.33,1
31586,19615,Biographies & Memoirs,True Accounts,#90,/Jeffrey-Dahmer-Terrifying-Murder-Cannibalism/dp/B07258FZJM/ref=zg_bs_930274_sccl_10/000-0000000-0000000?pd_rd_i=B07258FZJM&psc=1,"[55%, 21%, 15%, 6%, 4%]","Jeffrey Dahmer: A Terrifying True Story of Rape, Murder & Cannibalism: The Serial Killer Books, Book 1",Jack Rosewood,$17.58,AudibleAudiobook,866,4.2,3 hours and 13 minutes,David L. White,May 03 2017,LAK Publishing,Audiobook,Unabridged,English,B07258FZJM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,17.58,866,193,0,0,NaN,,,2017-05-03,55,21,15,6,4,Low rank,36.37,55319.68,1
31588,19617,Biographies & Memoirs,True Accounts,#92,/American-Kingpin-Criminal-Mastermind-Behind/dp/B077ZW41BN/ref=zg_bs_930274_sccl_12/000-0000000-0000000?pd_rd_i=B077ZW41BN&psc=1,"[75%, 19%, 4%, 1%, 1%]",American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,$36.47,AudibleAudiobook,3583,4.7,12 hours and 14 minutes,Will Damron,May 02 2017,Penguin Audio,Audiobook,Unabridged,English,B077ZW41BN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,36.47,3583,734,0,0,NaN,,,2017-05-02,75,19,4,1,1,Low rank,168.40,474579.94,1
31589,19618,Biographies & Memoirs,True Accounts,#93,/Stolen-Innocence-Polygamous-Becoming-Breaking/dp/B072FDBR5W/ref=zg_bs_930274_sccl_13/000-0000000-0000000?pd_rd_i=B072FDBR5W&psc=1,"[0%, 0%, 0%, 0%, 0%]","Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs",Elissa Wall,$25.94,AudibleAudiobook,unknown,0,15 hours and 50 minutes,Renée Raudman,May 28 2008,Tantor Audio,Audiobook,Unabridged,English,B072FDBR5W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,,0,0,0,NaN,,,2008-05-28,73,19,5,2,1,Low rank,,,1
31594,19619,Biographies & Memoirs,True Accounts,#98,/A-Rip-in-Heaven/dp/B086T4WRR2/ref=zg_bs_930274_sccl_18/000-0000000-0000000?pd_rd_i=B086T4WRR2&psc=1,"[65%, 22%, 10%, 2%, 2%]",A Rip in Heaven,Jeanine Cummins,$27.97,AudibleAudiobook,2224,4.5,10 hours and 18 minutes,Jeanine Cummins,June 02 2020,Macmillan Audio,Audiobook,Unabridged,English,B086T4WRR2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,27.97,2224,618,0,0,NaN,,,2020-06-02,65,22,10,2,2,Low rank,100.08,514267.89,1
31691,19673,Biographies & Memoirs,Sports Biographies,#36,/Woman-Watching-Kiriline-Lawrence-Songbirds/dp/B09ZMZGBSL/ref=zg_bs_935486_sccl_6/000-0000000-0000000?pd_rd_i=B09ZMZGBSL&psc=1,"[79%, 21%, 0%, 0%, 0%]","Woman, Watching: Louise de Kiriline Lawrence and the Songbirds of Pimisi Bay",Merilyn Simonds,$23.01,AudibleAudiobook,11,4.8,15 hours and 26 minutes,Elizabeth Wiley,May 24 2022,Tantor Audio,Audiobook,Unabridged,English,B09ZMZGBSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,23.01,11,926,0,0,NaN,,,2022-05-24,79,21,0,0,0,Middle rank,,11405.57,1
32063,19724,Biographies & Memoirs,Professional & Academic Biographies,#8,/Kitchen-Confidential-Adventures-Culinary-Underbelly/dp/B072Q21MX5/ref=zg_bs_935136_sccl_8/000-0000000-0000000?pd_rd_i=B072Q21MX5&psc=1,"[81%, 13%, 3%, 1%, 1%]",Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,$23.00,AudibleAudiobook,8861,4.7,8 hours and 19 minutes,Anthony Bourdain,February 06 2001,Random House Audio,Audiobook,Unabridged,English,B072Q21MX5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,23.00,8861,0,0,0,NaN,,,,81,13,3,1,1,Top rank,416.47,,1
32055,19843,Biographies & Memoirs,Biography Reference & Collections,#100,/Benjamin-Franklin-An-American-Life/dp/B071W9W72W/ref=zg_bs_935160_sccl_20/000-0000000-0000000?pd_rd_i=B071W9W72W&psc=1,"[75%, 17%, 5%, 2%, 1%]",Benjamin Franklin: An American Life,Walter Isaacson,$22.97,AudibleAudiobook,3028,4.6,7 hours and 13 minutes,Boyd Gaines,July 18 2003,Simon & Schuster Audio,Audiobook,Abridged,English,B071W9W72W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,3028,0,0,0,NaN,,,2003-07-18,75,17,5,2,1,Low rank,139.29,,1
31970,19852,Biographies & Memoirs,Biography Reference & Collections,#15,/Bliss-One-Heros-Journey/dp/B07FYR9G3H/ref=zg_bs_935160_sccl_15/000-0000000-0000000?pd_rd_i=B07FYR9G3H&psc=1,"[93%, 3%, 0%, 4%, 0%]",Bliss: One Hero's Journey,Gary Ramsey,$16.40,AudibleAudiobook,70,4.8,3 hours and 54 minutes,Gary Ramsey,July 30 2018,Gary Ramsey,Audiobook,Unabridged,English,B07FYR9G3H,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,16.40,70,234,0,0,NaN,,,2018-07-30,93,3,0,4,0,Top rank,,5385.86,1
31976,19857,Biographies & Memoirs,Biography Reference & Collections,#21,/Kasher-Rye-Oakland-Criminal-Patient/dp/B071ZPY1HN/ref=zg_bs_935160_sccl_21/000-0000000-0000000?pd_rd_i=B071ZPY1HN&psc=1,"[81%, 9%, 7%, 2%, 1%]","Kasher in the Rye: The True Tale of a White Boy from Oakland Who Became a Drug Addict, Criminal, Mental Patient, and Then Turned 16",Moshe Kasher,$25.00,AudibleAudiobook,243,4.7,8 hours and 43 minutes,Moshe Kasher,March 28 2012,Hachette Audio,Audiobook,Unabridged,English,B071ZPY1HN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,25.00,243,523,0,0,NaN,,,2012-03-28,81,9,7,2,1,Top rank,11.42,11456.34,1
31978,19859,Biographies & Memoirs,Biography Reference & Collections,#23,/Queen-Victoria/dp/B08562D9DH/ref=zg_bs_935160_sccl_23/000-0000000-0000000?pd_rd_i=B08562D9DH&psc=1,"[50%, 25%, 15%, 5%, 5%]",Queen Victoria,Lytton Strachey,$26.84,AudibleAudiobook,289,4.1,10 hours and 42 minutes,Kate Reading,April 28 2020,Spoken Realms,Audiobook,Unabridged,English,B08562D9DH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,26.84,289,642,0,0,NaN,,,2020-04-28,50,25,15,5,5,Top rank,11.85,61682.30,1
32005,19884,Biographies & Memoirs,Biography Reference & Collections,#50,/I-Creation-Serial-Killer/dp/B07JP96X7W/ref=zg_bs_935160_sccl_20/000-0000000-0000000?pd_rd_i=B07JP96X7W&psc=1,"[59%, 20%, 15%, 3%, 3%]",I: The Creation of a Serial Killer,Jack Olsen,$21.88,AudibleAudiobook,215,4.3,8 hours and 29 minutes,Kevin Pierce,October 25 2018,"Jack Olsen Literary Works, LLC",Audiobook,Unabridged,English,B07JP96X7W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,21.88,215,509,0,0,NaN,,,,59,20,15,3,3,Middle rank,9.25,,1
32028,19904,Biographies & Memoirs,Biography Reference & Collections,#73,/Summary-Cant-Hurt-Me-Goggins/dp/B07V9YTDT3/ref=zg_bs_935160_sccl_23/000-0000000-0000000?pd_rd_i=B07V9YTDT3&psc=1,"[60%, 0%, 0%, 20%, 20%]",Summary of Can't Hurt Me: Master Your Mind and Defy the Odds by David Goggins,Book House,$7.62,AudibleAudiobook,6,3.6,1 hour and 10 minutes,Dean Eby,July 16 2019,Book House,Audiobook,Unabridged,English,B07V9YTDT3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,7.62,6,70,0,0,NaN,,,2019-07-16,60,0,0,20,20,Middle rank,,276.98,1
32033,19908,Biographies & Memoirs,Biography Reference & Collections,#78,/My-American-Journey-An-Autobiography/dp/B0722VVNDG/ref=zg_bs_935160_sccl_28/000-0000000-0000000?pd_rd_i=B0722VVNDG&psc=1,"[84%, 11%, 2%, 1%, 1%]",My American Journey: An Autobiography,Colin Powell,$21.88,AudibleAudiobook,698,4.8,3 hours and 41 minutes,Colin Powell,September 15 2006,Random House Audio,Audiobook,Abridged,English,B0722VVNDG,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,21.88,698,221,0,0,NaN,,,,84,11,2,1,1,Low rank,33.50,,1
32037,19912,Biographies & Memoirs,Biography Reference & Collections,#82,/Time-All-We-Have-Center/dp/B072BTQ7F9/ref=zg_bs_935160_sccl_2/000-0000000-0000000?pd_rd_i=B072BTQ7F9&psc=1,"[100%, 0%, 0%, 0%, 0%]",Time is All We Have: Four Weeks at the Betty Ford Center,Barnaby Conrad,$22.66,AudibleAudiobook,4,5,8 hours and 59 minutes,Christopher Lane,October 04 2004,"Blackstone Audio, Inc.",Audiobook,Unabridged,English,B072BTQ7F9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,22.66,4,539,0,0,NaN,,,,100,0,0,0,0,Low rank,,,1
32040,19915,Biographies & Memoirs,Biography Reference & Collections,#85,/Leaders-Who-Changed-History/dp/B0829BHCYX/ref=zg_bs_935160_sccl_5/000-0000000-0000000?pd_rd_i=B0829BHCYX&psc=1,"[80%, 7%, 8%, 0%, 5%]",Leaders Who Changed History,DK,$30.70,AudibleAudiobook,31,4.6,9 hours and 41 minutes,Tim Bruce,December 03 2019,DK,Audiobook,Unabridged,English,B0829BHCYX,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,30.70,31,581,0,0,NaN,,,,80,7,8,0,5,Low rank,,,1
32060,19930,Biographies & Memoirs,Professional & Academic Biographies,#5,/Down-Out-Paradise-Anthony-Bourdain/dp/B09PZGC1F6/ref=zg_bs_935136_sccl_5/000-0000000-0000000?pd_rd_i=B09PZGC1F6&psc=1,"[39%, 27%, 15%, 10%, 9%]",Down and Out in Paradise: The Life of Anthony Bourdain,Charles Leerhsen,$20.71,AudibleAudiobook,177,3.8,8 hours and 40 minutes,Vikas Adam,October 11 2022,Simon & Schuster Audio,Audiobook,Unabridged,English,B09PZGC1F6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,20.71,177,520,0,0,NaN,,,,39,27,15,10,9,Top rank,6.73,,1
32067,19931,Biographies & Memoirs,Professional & Academic Biographies,#12,/How-Get-Rich-Greatest-Entrepreneurs/dp/B088TT9JLH/ref=zg_bs_935136_sccl_12/000-0000000-0000000?pd_rd_i=B088TT9JLH&psc=1,"[72%, 14%, 8%, 3%, 3%]",How to Get Rich: One of the World's Greatest Entrepreneurs Shares His Secrets,Felix Dennis,$30.70,AudibleAudiobook,986,4.5,9 hours and 53 minutes,Roy McMillan,September 15 2020,Penguin Audio,Audiobook,Unabridged,English,B088TT9JLH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,30.70,986,593,0,0,NaN,,,,72,14,8,3,3,Top rank,44.37,,1
32096,19934,Biographies & Memoirs,Professional & Academic Biographies,#41,/Founders-Paypal-Entrepreneurs-Shaped-Silicon/dp/B08CWS6NX8/ref=zg_bs_935136_sccl_11/000-0000000-0000000?pd_rd_i=B08CWS6NX8&psc=1,"[69%, 22%, 6%, 1%, 1%]",The Founders: The Story of Paypal and the Entrepreneurs Who Shaped Silicon Valley,Jimmy Soni,$31.08,AudibleAudiobook,463,4.6,18 hours and 25 minutes,Jonathan Todd Ross,February 22 2022,Simon & Schuster Audio,Audiobook,Unabridged,English,B08CWS6NX8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,31.08,463,1105,0,0,NaN,,,,69,22,6,1,1,Middle rank,21.30,,1
32098,19935,Biographies & Memoirs,Professional & Academic Biographies,#43,/Being-Ram-Dass/dp/B08RK2M7S2/ref=zg_bs_935136_sccl_13/000-0000000-0000000?pd_rd_i=B08RK2M7S2&psc=1,"[90%, 7%, 3%, 1%, 0%]",Being Ram Dass,Rameshwar Das,$19.95,AudibleAudiobook,823,4.8,18 hours and 1 minute,Rameshwar Das,January 12 2021,Sounds True,Audiobook,Unabridged,English,B08RK2M7S2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,19.95,823,1081,0,0,NaN,,,,90,7,3,1,0,Middle rank,39.50,,1
32117,19939,Biographies & Memoirs,Professional & Academic Biographies,#62,/Memories-Dreams-Reflections/dp/B072HHH7WQ/ref=zg_bs_935136_sccl_12/000-0000000-0000000?pd_rd_i=B072HHH7WQ&psc=1,"[80%, 13%, 4%, 1%, 1%]","Memories, Dreams, Reflections",Carl Jung,$40.48,AudibleAudiobook,1545,4.7,16 hours and 51 minutes,James Cameron Stewart,March 15 2016,Ukemi Audiobooks,Audiobook,Unabridged,English,B072HHH7WQ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,40.48,1545,1011,0,0,NaN,,,2016-03-15,80,13,4,1,1,Middle rank,72.62,188424.96,1
32120,19941,Biographies & Memoirs,Professional & Academic Biographies,#65,/Medium-Raw-Bloody-Valentine-People/dp/B071LBPPJB/ref=zg_bs_935136_sccl_15/000-0000000-0000000?pd_rd_i=B071LBPPJB&psc=1,"[76%, 15%, 6%, 1%, 2%]",Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,Anthony Bourdain,$35.01,AudibleAudiobook,2359,4.6,8 hours and 59 minutes,Anthony Bourdain,July 06 2010,HarperAudio,Audiobook,Unabridged,English,B071LBPPJB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,2359,539,0,0,NaN,,,2010-07-06,76,15,6,1,2,Middle rank,108.51,,1
32142,19947,Biographies & Memoirs,Professional & Academic Biographies,#87,/The-Glass-Castle-A-Memoir/dp/B071F5ZBJN/ref=zg_bs_935136_sccl_7/000-0000000-0000000?pd_rd_i=B071F5ZBJN&psc=1,"[74%, 18%, 6%, 1%, 2%]",The Glass Castle: A Memoir,Jeannette Walls,$26.85,AudibleAudiobook,16504,4.6,10 hours and 25 minutes,Jeannette Walls,September 28 2010,Simon & Schuster Audio,Audiobook,Unabridged,English,B071F5ZBJN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,26.85,16504,625,0,0,NaN,,,,74,18,6,1,2,Low rank,759.18,,1
34482,19948,Business & Investing,Business Biography & History,#35,/Trump-Art-Deal/dp/B0716PQ8K8/ref=zg_bs_935524_sccl_5/000-0000000-0000000?pd_rd_i=B0716PQ8K8&psc=1,"[80%, 9%, 5%, 2%, 4%]",Trump: The Art of the Deal,Donald J. Trump,$30.70,AudibleAudiobook,11235,4.6,9 hours and 59 minutes,Donald J. Trump,May 31 2016,Random House Audio,Audiobook,Unabridged,English,B0716PQ8K8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,11235,0,0,0,NaN,,,2016-05-31,80,9,5,2,4,Middle rank,516.81,,1
32146,19949,Biographies & Memoirs,Professional & Academic Biographies,#91,/Building-Life-Worth-Living-Memoir/dp/B07ZZL52JC/ref=zg_bs_935136_sccl_11/000-0000000-0000000?pd_rd_i=B07ZZL52JC&psc=1,"[82%, 10%, 6%, 1%, 1%]",Building a Life Worth Living: A Memoir,Marsha M. Linehan,$34.55,AudibleAudiobook,1211,4.7,12 hours and 19 minutes,Hillary Huber,January 07 2020,Random House Audio,Audiobook,Unabridged,English,B07ZZL52JC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,34.55,1211,739,0,0,NaN,,,,82,10,6,1,1,Low rank,56.92,,1
32153,19950,Biographies & Memoirs,Professional & Academic Biographies,#98,/Let-People-Surfing-Education-Businessman/dp/B071YZ5ZH6/ref=zg_bs_935136_sccl_18/000-0000000-0000000?pd_rd_i=B071YZ5ZH6&psc=1,"[76%, 16%, 5%, 1%, 1%]",Let My People Go Surfing: The Education of a Reluctant Businessman - Including 10 More Years of Business Unusual,Yvon Chouinard,$26.86,AudibleAudiobook,2300,4.6,7 hours and 59 minutes,Yvon Chouinard,September 06 2016,Penguin Audio,Audiobook,Unabridged,English,B071YZ5ZH6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,26.86,2300,479,0,0,NaN,,,,76,16,5,1,1,Low rank,105.80,,1
32157,19952,Biographies & Memoirs,Memoirs,#2,/Beyond-Wand-Mayhem-Growing-Wizard/dp/B0B29JM142/ref=zg_bs_3061581_sccl_2/000-0000000-0000000?pd_rd_i=B0B29JM142&psc=1,"[85%, 13%, 1%, 1%, 0%]",Beyond the Wand: The Magic and Mayhem of Growing Up a Wizard,Tom Felton,$32.52,AudibleAudiobook,455,4.8,6 hours and 36 minutes,Tom Felton,October 18 2022,Grand Central Publishing,Audiobook,Unabridged,English,B0B29JM142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,25.90,455,0,0,0,NaN,,,,85,13,1,1,0,Top rank,21.84,,1
32164,19953,Biographies & Memoirs,Memoirs,#9,/Little-Bit-Broken-Memoir/dp/B09XN8TN8H/ref=zg_bs_3061581_sccl_9/000-0000000-0000000?pd_rd_i=B09XN8TN8H&psc=1,"[91%, 7%, 1%, 1%, 0%]",A Little Bit Broken: A Memoir,Roz Weston,$38.38,AudibleAudiobook,146,4.9,8 hours and 52 minutes,Roz Weston,September 27 2022,Doubleday Canada,Audiobook,Unabridged,English,B09XN8TN8H,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,24.75,146,0,0,0,NaN,,,,91,7,1,1,0,Top rank,7.15,,1
32163,19954,Biographies & Memoirs,Memoirs,#8,/Friends-Lovers-Big-Terrible-Thing/dp/B09RQ5JJP4/ref=zg_bs_3061581_sccl_8/000-0000000-0000000?pd_rd_i=B09RQ5JJP4&psc=1,"[0%, 0%, 0%, 0%, 0%]","Friends, Lovers, and the Big Terrible Thing: A Memoir",Matthew Perry,$27.97,AudibleAudiobook,unknown,0,8 hours and 49 minutes,Matthew Perry,November 01 2022,Macmillan Audio,Audiobook,Unabridged,English,B09RQ5JJP4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,27.97,,0,0,0,NaN,,,,0,0,0,0,0,Top rank,,,1
32171,19955,Biographies & Memoirs,Memoirs,#16,/Extraordinary-Life-Ordinary-Man-Memoir/dp/B09S2D714R/ref=zg_bs_3061581_sccl_16/000-0000000-0000000?pd_rd_i=B09S2D714R&psc=1,"[63%, 19%, 11%, 5%, 2%]",The Extraordinary Life of an Ordinary Man: A Memoir,Paul Newman,$30.70,AudibleAudiobook,181,4.4,8 hours and 46 minutes,Clea Newman Soderlund,October 18 2022,Random House Audio,Audiobook,Unabridged,English,B09S2D714R,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,30.70,181,0,0,0,NaN,,,,63,19,11,5,2,Top rank,7.96,,1
32183,19957,Biographies & Memoirs,Memoirs,#28,/Audible-Will/dp/B096MX8TRH/ref=zg_bs_3061581_sccl_28/000-0000000-0000000?pd_rd_i=B096MX8TRH&psc=1,"[78%, 13%, 4%, 1%, 4%]",Will,Will Smith,$38.38,AudibleAudiobook,20228,4.6,16 hours and 16 minutes,Will Smith,November 09 2021,Penguin Audio,Audiobook,Unabridged,English,B096MX8TRH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,38.38,20228,976,0,0,NaN,,,,78,13,4,1,4,Middle rank,930.49,,1
32187,19958,Biographies & Memoirs,Memoirs,#32,/Untitled-Simu-Liu-Memoir/dp/B086VP6224/ref=zg_bs_3061581_sccl_2/000-0000000-0000000?pd_rd_i=B086VP6224&psc=1,"[100%, 0%, 0%, 0%, 0%]",We Were Dreamers: An Immigrant Superhero Origin Story,Simu Liu,$31.26,AudibleAudiobook,1,5,8 hours and 10 minutes,Simu Liu,May 17 2022,HarperCollins Publishers,Audiobook,Unabridged,English,B086VP6224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,31.26,1,490,0,0,NaN,,,2022-05-17,100,0,0,0,0,Middle rank,,1350.28,1
32190,19959,Biographies & Memoirs,Memoirs,#35,/Educated-A-Memoir/dp/B07G7CVNZY/ref=zg_bs_3061581_sccl_5/000-0000000-0000000?pd_rd_i=B07G7CVNZY&psc=1,"[74%, 18%, 5%, 1%, 2%]",Educated: A Memoir,Tara Westover,$27.36,AudibleAudiobook,64346,4.6,12 hours and 10 minutes,Julia Whelan,August 07 2018,Audible Studios,Audiobook,Unabridged,English,B07G7CVNZY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,27.36,64346,730,0,0,NaN,,,2018-08-07,74,18,5,1,2,Middle rank,2959.92,8302130.42,1
32200,19960,Biographies & Memoirs,Memoirs,#45,/Run-Towards-Danger-Confrontations-Memory/dp/B09GX4BZ75/ref=zg_bs_3061581_sccl_15/000-0000000-0000000?pd_rd_i=B09GX4BZ75&psc=1,"[72%, 18%, 7%, 2%, 1%]",Run Towards the Danger: Confrontations with a Body of Memory,Sarah Polley,$42.99,AudibleAudiobook,492,4.6,7 hours and 56 minutes,Sarah Polley,March 01 2022,Hamish Hamilton,Audiobook,Unabridged,English,B09GX4BZ75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,42.99,492,476,0,0,NaN,,,2022-03-01,72,18,7,2,1,Middle rank,22.63,627654.00,1
32202,19961,Biographies & Memoirs,Memoirs,#47,/Audible-Maman-suis-pas-morte/dp/B0B8TCF6HB/ref=zg_bs_3061581_sccl_17/000-0000000-0000000?pd_rd_i=B0B8TCF6HB&psc=1,"[91%, 0%, 9%, 0%, 0%]","Maman, je ne suis pas morte",Coline Mariela SR Fanon,$19.43,AudibleAudiobook,16,4.8,5 hours and 42 minutes,Violaine Fumeau,August 05 2022,Lind & Co,Audiobook,Unabridged,French,B0B8TCF6HB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,19.43,16,342,0,0,NaN,,,2022-08-05,91,0,9,0,0,Middle rank,,25499.15,1
32217,19962,Biographies & Memoirs,Memoirs,#62,/Trejo-Life-Crime-Redemption-Hollywood/dp/B08SFSR3XF/ref=zg_bs_3061581_sccl_12/000-0000000-0000000?pd_rd_i=B08SFSR3XF&psc=1,"[82%, 13%, 4%, 1%, 1%]","Trejo: My Life of Crime, Redemption, and Hollywood",Danny Trejo,$24.86,AudibleAudiobook,3289,4.8,13 hours and 19 minutes,Danny Trejo,July 06 2021,Simon & Schuster Audio,Audiobook,Unabridged,English,B08SFSR3XF,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,24.86,3289,799,0,0,NaN,,,2021-07-06,82,13,4,1,1,Middle rank,157.87,1233225.50,1
32225,19963,Biographies & Memoirs,Memoirs,#70,/Excessif/dp/B08RGLQCZN/ref=zg_bs_3061581_sccl_20/000-0000000-0000000?pd_rd_i=B08RGLQCZN&psc=1,"[77%, 16%, 4%, 0%, 3%]",Excessif,Maxim Martin,$21.87,AudibleAudiobook,63,4.7,6 hours,Maxim Martin,January 20 2021,Vues et Voix,Audiobook,Unabridged,French,B08RGLQCZN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,21.87,63,360,0,0,NaN,,,,77,16,4,0,3,Middle rank,,,1
32226,19964,Biographies & Memoirs,Memoirs,#71,/Audible-Hello-Molly-A-Memoir/dp/B09BBQTGR2/ref=zg_bs_3061581_sccl_21/000-0000000-0000000?pd_rd_i=B09BBQTGR2&psc=1,"[71%, 19%, 7%, 2%, 1%]","Hello, Molly!: A Memoir",Molly Shannon,$27.51,AudibleAudiobook,1797,4.6,7 hours and 5 minutes,Molly Shannon,April 12 2022,HarperAudio,Audiobook,Unabridged,English,B09BBQTGR2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,27.51,1797,425,0,0,NaN,,,2022-04-12,71,19,7,2,1,Middle rank,82.66,1769014.37,1
